user id,product id,trial,refunded,purchase date,country code,media source,transaction_number
52535,tenwords_1w_9.99_offer,f,f,2020-09-03,CO,Facebook Ads,4
52535,tenwords_1w_9.99_offer,f,f,2020-09-10,CO,Facebook Ads,5
53316,tenwords_1w_9.99_offer,f,f,2020-07-25,ID,Facebook Ads,1
53449,tenwords_1w_9.99_offer,f,f,2020-09-09,EC,Facebook Ads,1
53449,tenwords_1w_9.99_offer,f,f,2020-09-16,EC,Facebook Ads,2
53449,tenwords_1w_9.99_offer,f,f,2020-09-23,EC,Facebook Ads,3
53925,tenwords_1w_7.99_7free,t,f,2020-08-08,US,Facebook Ads,1
55855,tenwords_1w_9.99_offer,f,f,2020-07-21,TH,Facebook Ads,1
57833,tenwords_1w_9.99_offer,f,f,2020-08-10,BR,Facebook Ads,1
59116,tenwords_1w_7.99_7free,t,f,2020-07-28,Organic/Unknown,Organic/Unknown,1
59206,tenwords_1w_9.99_offer,f,t,2020-08-10,IN,Facebook Ads,1
59206,tenwords_1w_9.99_offer,f,t,2020-08-17,IN,Facebook Ads,2
59206,tenwords_1w_9.99_offer,f,t,2020-08-24,IN,Facebook Ads,3
60279,tenwords_1w_7.99_7free,t,f,2020-07-22,RO,Facebook Ads,1
60516,tenwords_1w_9.99_offer,f,f,2020-07-13,IE,Facebook Ads,1
61076,tenwords_1w_9.99_offer,f,f,2020-09-04,LB,Facebook Ads,1
62830,tenwords_1w_7.99_7free,t,f,2020-08-03,TR,Facebook Ads,1
63955,tenwords_1w_9.99_offer,f,t,2020-08-29,Organic/Unknown,Organic/Unknown,1
64034,tenwords_1w_7.99_7free,t,f,2020-09-05,TZ,Facebook Ads,1
72521,tenwords_1w_9.99_offer,f,f,2020-07-21,QA,Facebook Ads,1
72521,tenwords_lifetime_limited_49.99,f,f,2020-07-21,QA,Facebook Ads,2
74343,tenwords_1w_9.99_offer,f,f,2020-07-03,Organic/Unknown,Organic/Unknown,1
74963,tenwords_1w_9.99_offer,f,f,2020-08-15,RU,Facebook Ads,1
77074,tenwords_1w_9.99_offer,f,f,2020-07-01,MN,Facebook Ads,1
77074,tenwords_1w_9.99_offer,f,f,2020-07-08,MN,Facebook Ads,2
78122,tenwords_1w_9.99_offer,f,f,2020-08-27,AU,Facebook Ads,1
79747,tenwords_1w_7.99_7free,t,f,2020-07-15,TH,Facebook Ads,1
80861,tenwords_1w_9.99_offer,f,f,2020-07-13,IT,Facebook Ads,1
83827,tenwords_1w_9.99_offer,f,f,2020-09-08,GH,Facebook Ads,1
84656,tenwords_lifetime_limited_49.99,f,f,2020-07-12,SN,Facebook Ads,1
85034,tenwords_1w_7.99_7free,t,f,2020-08-23,AT,Facebook Ads,1
87441,tenwords_lifetime_limited_49.99,f,f,2020-07-05,BR,Facebook Ads,1
89345,tenwords_1w_7.99_7free,t,f,2020-08-22,Organic/Unknown,Organic/Unknown,1
89345,tenwords_1w_7.99_7free,f,f,2020-08-29,Organic/Unknown,Organic/Unknown,2
89345,tenwords_1w_7.99_7free,f,f,2020-09-05,Organic/Unknown,Organic/Unknown,3
89345,tenwords_1w_7.99_7free,f,f,2020-09-12,Organic/Unknown,Organic/Unknown,4
91693,tenwords_1w_9.99_offer,f,f,2020-09-02,Organic/Unknown,Organic/Unknown,1
91693,tenwords_1w_9.99_offer,f,f,2020-09-17,Organic/Unknown,Organic/Unknown,2
92257,tenwords_1w_7.99_7free,t,f,2020-07-17,MO,Facebook Ads,1
93076,tenwords_1w_9.99_offer,f,f,2020-07-28,MX,Facebook Ads,1
95452,tenwords_1w_9.99_offer,f,f,2020-07-07,Organic/Unknown,Organic/Unknown,1
95452,tenwords_1w_9.99_offer,f,f,2020-07-14,Organic/Unknown,Organic/Unknown,2
95452,tenwords_1w_9.99_offer,f,f,2020-07-21,Organic/Unknown,Organic/Unknown,3
95452,tenwords_1w_9.99_offer,f,f,2020-07-28,Organic/Unknown,Organic/Unknown,4
95452,tenwords_1w_9.99_offer,f,f,2020-08-04,Organic/Unknown,Organic/Unknown,5
95452,tenwords_1w_9.99_offer,f,f,2020-08-11,Organic/Unknown,Organic/Unknown,6
95452,tenwords_1w_9.99_offer,f,f,2020-08-18,Organic/Unknown,Organic/Unknown,7
95452,tenwords_1w_9.99_offer,f,f,2020-08-25,Organic/Unknown,Organic/Unknown,8
95452,tenwords_1w_9.99_offer,f,f,2020-09-01,Organic/Unknown,Organic/Unknown,9
95452,tenwords_1w_9.99_offer,f,f,2020-09-08,Organic/Unknown,Organic/Unknown,10
95452,tenwords_1w_9.99_offer,f,f,2020-09-26,Organic/Unknown,Organic/Unknown,11
95846,tenwords_1w_7.99_7free,t,f,2020-08-07,AE,Facebook Ads,1
96532,tenwords_1w_9.99_offer,f,f,2020-08-23,GH,Google Ads,1
96737,tenwords_1w_9.99_offer,f,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
96737,tenwords_1w_9.99_offer,f,f,2020-07-25,Organic/Unknown,Organic/Unknown,2
96737,tenwords_1w_9.99_offer,f,t,2020-08-01,Organic/Unknown,Organic/Unknown,3
96737,tenwords_1w_9.99_offer,f,t,2020-08-08,Organic/Unknown,Organic/Unknown,4
98327,tenwords_1w_9.99_offer,f,f,2020-07-01,US,Facebook Ads,1
98327,tenwords_1w_9.99_offer,f,f,2020-07-08,US,Facebook Ads,2
98345,tenwords_1w_9.99_offer,f,f,2020-07-19,Organic/Unknown,Organic/Unknown,1
98487,tenwords_1w_9.99_offer,f,f,2020-08-05,Organic/Unknown,Organic/Unknown,1
102558,tenwords_1w_9.99_offer,f,f,2020-07-13,BE,Facebook Ads,1
110464,tenwords_1w_9.99_offer,f,f,2020-07-18,,Organic/Unknown,1
110464,tenwords_1w_9.99_offer,f,f,2020-07-25,Organic/Unknown,Organic/Unknown,2
110464,tenwords_1w_9.99_offer,f,f,2020-08-01,Organic/Unknown,Organic/Unknown,3
112189,tenwords_1w_7.99_7free,t,f,2020-08-28,MY,Facebook Ads,1
112718,tenwords_1w_9.99_offer,f,f,2020-07-13,AE,Facebook Ads,1
113253,tenwords_lifetime_limited_49.99,f,f,2020-08-11,Organic/Unknown,Organic/Unknown,1
116224,tenwords_1w_9.99_offer,f,f,2020-07-10,US,Facebook Ads,1
116887,tenwords_1w_9.99_offer,f,f,2020-08-02,NL,Facebook Ads,1
120207,tenwords_1w_9.99_offer,f,f,2020-08-16,US,Facebook Ads,1
120207,tenwords_1w_9.99_offer,f,f,2020-08-23,US,Facebook Ads,2
120207,tenwords_1w_9.99_offer,f,f,2020-08-30,US,Facebook Ads,3
120207,tenwords_1w_9.99_offer,f,f,2020-09-06,US,Facebook Ads,4
120207,tenwords_1w_9.99_offer,f,f,2020-09-13,US,Facebook Ads,5
120207,tenwords_1w_9.99_offer,f,f,2020-09-20,US,Facebook Ads,6
120207,tenwords_1w_9.99_offer,f,f,2020-09-27,US,Facebook Ads,7
120354,tenwords_lifetime_limited_49.99,f,f,2020-08-17,Organic/Unknown,Organic/Unknown,1
121136,tenwords_lifetime_limited_49.99,f,f,2020-09-09,AE,Facebook Ads,1
121656,tenwords_1w_7.99_7free,t,f,2020-09-21,BR,Facebook Ads,1
122499,tenwords_lifetime_limited_49.99,f,f,2020-08-13,Organic/Unknown,Organic/Unknown,1
122499,tenwords_1w_9.99_offer,f,f,2020-08-13,Organic/Unknown,Organic/Unknown,2
122499,tenwords_1w_9.99_offer,f,f,2020-08-20,Organic/Unknown,Organic/Unknown,3
124172,tenwords_1w_7.99_7free,t,f,2020-07-30,MN,Facebook Ads,1
126845,tenwords_1w_9.99_offer,f,f,2020-07-27,CN,Facebook Ads,1
130564,tenwords_1w_9.99_offer,f,f,2020-09-18,EG,Google Ads,1
130799,tenwords_1w_9.99_offer,f,f,2020-07-21,US,Facebook Ads,1
130799,tenwords_1w_9.99_offer,f,f,2020-07-28,US,Facebook Ads,2
130799,tenwords_1w_9.99_offer,f,f,2020-08-04,US,Facebook Ads,3
130799,tenwords_1w_9.99_offer,f,f,2020-08-11,US,Facebook Ads,4
130799,tenwords_1w_9.99_offer,f,f,2020-08-18,US,Facebook Ads,5
130799,tenwords_1w_9.99_offer,f,f,2020-08-25,US,Facebook Ads,6
130799,tenwords_1w_9.99_offer,f,f,2020-09-01,US,Facebook Ads,7
130799,tenwords_1w_9.99_offer,f,f,2020-09-08,US,Facebook Ads,8
130799,tenwords_1w_9.99_offer,f,f,2020-09-15,US,Facebook Ads,9
130799,tenwords_1w_9.99_offer,f,f,2020-09-22,US,Facebook Ads,10
130799,tenwords_1w_9.99_offer,f,f,2020-09-29,US,Facebook Ads,11
130901,tenwords_1w_9.99_offer,f,f,2020-07-06,Organic/Unknown,Organic/Unknown,1
130901,tenwords_1w_9.99_offer,f,f,2020-07-13,Organic/Unknown,Organic/Unknown,2
130901,tenwords_1w_9.99_offer,f,f,2020-07-20,Organic/Unknown,Organic/Unknown,3
130901,tenwords_1w_9.99_offer,f,f,2020-07-27,Organic/Unknown,Organic/Unknown,4
130901,tenwords_1w_9.99_offer,f,f,2020-08-03,Organic/Unknown,Organic/Unknown,5
130901,tenwords_1w_9.99_offer,f,f,2020-08-10,Organic/Unknown,Organic/Unknown,6
130901,tenwords_1w_9.99_offer,f,f,2020-08-17,Organic/Unknown,Organic/Unknown,7
130901,tenwords_1w_9.99_offer,f,f,2020-08-24,Organic/Unknown,Organic/Unknown,8
130901,tenwords_1w_9.99_offer,f,f,2020-08-31,Organic/Unknown,Organic/Unknown,9
130901,tenwords_1w_9.99_offer,f,f,2020-09-07,Organic/Unknown,Organic/Unknown,10
130901,tenwords_1w_9.99_offer,f,f,2020-09-14,Organic/Unknown,Organic/Unknown,11
131018,tenwords_1w_7.99_7free,t,f,2020-07-13,CA,Facebook Ads,1
131132,tenwords_1w_7.99_7free,t,f,2020-09-06,AU,Facebook Ads,1
131705,tenwords_1w_9.99_offer,f,f,2020-07-04,Organic/Unknown,Organic/Unknown,1
132636,tenwords_lifetime_limited_49.99,f,f,2020-08-27,CA,Facebook Ads,1
133072,tenwords_1w_7.99_7free,t,f,2020-09-02,NZ,Facebook Ads,1
133265,tenwords_1w_9.99_offer,f,f,2020-08-09,SE,Facebook Ads,1
133265,tenwords_1w_9.99_offer,f,f,2020-08-16,SE,Facebook Ads,2
133265,tenwords_1w_9.99_offer,f,f,2020-08-23,SE,Facebook Ads,3
133265,tenwords_1w_9.99_offer,f,f,2020-08-30,SE,Facebook Ads,4
133658,tenwords_1w_7.99_7free,t,f,2020-07-17,Organic/Unknown,Organic/Unknown,1
133849,tenwords_1w_9.99_offer,f,f,2020-07-02,Organic/Unknown,Organic/Unknown,1
133975,tenwords_1w_9.99_offer,f,f,2020-07-05,Organic/Unknown,Organic/Unknown,1
134372,tenwords_1w_7.99_7free,t,f,2020-08-12,PL,Facebook Ads,1
134532,tenwords_1w_9.99_offer,f,f,2020-07-11,IE,Facebook Ads,1
134902,tenwords_1w_9.99_offer,f,f,2020-08-01,HR,Facebook Ads,1
135265,tenwords_1w_9.99_offer,f,f,2020-08-18,IT,Facebook Ads,1
135265,tenwords_1w_9.99_offer,f,f,2020-08-25,IT,Facebook Ads,2
136052,tenwords_1w_9.99_offer,f,f,2020-09-27,ID,Facebook Ads,1
136137,tenwords_1w_7.99_7free,t,f,2020-07-22,HU,Facebook Ads,1
136150,tenwords_1w_9.99_offer,f,f,2020-07-01,ZA,Facebook Ads,1
136783,tenwords_1w_9.99_offer,f,f,2020-08-12,US,Facebook Ads,1
136783,tenwords_1w_9.99_offer,f,f,2020-08-19,US,Facebook Ads,2
136783,tenwords_1w_9.99_offer,f,f,2020-08-26,US,Facebook Ads,3
136783,tenwords_1w_9.99_offer,f,f,2020-09-02,US,Facebook Ads,4
136783,tenwords_1w_9.99_offer,f,f,2020-09-09,US,Facebook Ads,5
136783,tenwords_1w_9.99_offer,f,f,2020-09-16,US,Facebook Ads,6
136783,tenwords_1w_9.99_offer,f,f,2020-09-23,US,Facebook Ads,7
136783,tenwords_1w_9.99_offer,f,f,2020-09-30,US,Facebook Ads,8
136859,tenwords_1w_9.99_offer,f,f,2020-08-16,UA,Facebook Ads,1
137387,tenwords_lifetime_limited_49.99,f,f,2020-09-10,AE,Facebook Ads,1
138595,tenwords_1w_7.99_7free,t,f,2020-08-13,MX,Facebook Ads,1
139249,tenwords_1w_9.99_offer,f,f,2020-08-21,PL,Facebook Ads,1
139688,tenwords_1w_7.99_7free,t,f,2020-09-02,MY,Facebook Ads,1
140898,tenwords_1w_9.99_offer,f,f,2020-09-19,AU,Facebook Ads,1
141050,tenwords_1w_7.99_7free,t,f,2020-07-27,US,Facebook Ads,1
141050,tenwords_1w_7.99_7free,f,f,2020-08-03,US,Facebook Ads,2
141379,tenwords_1w_7.99_7free,t,f,2020-07-18,Organic/Unknown,Organic/Unknown,1
141752,tenwords_1w_9.99_offer,f,f,2020-09-27,Organic/Unknown,Organic/Unknown,1
141839,tenwords_1w_9.99_offer,f,f,2020-07-12,TR,Facebook Ads,1
142171,tenwords_1w_9.99_offer,f,f,2020-09-02,AU,Facebook Ads,1
142171,tenwords_1w_9.99_offer,f,f,2020-09-09,AU,Facebook Ads,2
142171,tenwords_1w_9.99_offer,f,f,2020-09-16,AU,Facebook Ads,3
142171,tenwords_1w_9.99_offer,f,f,2020-09-23,AU,Facebook Ads,4
142598,tenwords_1w_9.99_offer,f,f,2020-09-19,PL,Facebook Ads,1
143032,tenwords_1w_7.99_7free,t,f,2020-07-21,BR,Facebook Ads,1
143831,tenwords_1w_7.99_7free,t,f,2020-08-18,US,Facebook Ads,1
144033,tenwords_1w_9.99_offer,f,f,2020-08-07,AU,Facebook Ads,1
144033,tenwords_1w_9.99_offer,f,f,2020-08-14,AU,Facebook Ads,2
144033,tenwords_1w_9.99_offer,f,f,2020-08-21,AU,Facebook Ads,3
144033,tenwords_1w_9.99_offer,f,f,2020-08-28,AU,Facebook Ads,4
144033,tenwords_1w_9.99_offer,f,f,2020-09-04,AU,Facebook Ads,5
144033,tenwords_1w_9.99_offer,f,f,2020-09-11,AU,Facebook Ads,6
144033,tenwords_1w_9.99_offer,f,f,2020-09-18,AU,Facebook Ads,7
144033,tenwords_1w_9.99_offer,f,f,2020-09-25,AU,Facebook Ads,8
144371,tenwords_1w_9.99_offer,f,f,2020-08-31,Organic/Unknown,Organic/Unknown,1
147117,tenwords_1w_9.99_offer,f,f,2020-08-12,US,Facebook Ads,1
147251,tenwords_lifetime_limited_49.99,f,f,2020-07-06,AT,Facebook Ads,1
148371,tenwords_1w_9.99_offer,f,f,2020-08-21,PL,Facebook Ads,1
148918,tenwords_1w_9.99_offer,f,f,2020-07-17,US,Facebook Ads,1
149727,tenwords_1w_7.99_7free,t,f,2020-08-31,HK,Facebook Ads,1
149746,tenwords_1w_9.99_offer,f,f,2020-07-02,FR,Facebook Ads,1
149746,tenwords_1w_9.99_offer,f,f,2020-07-09,FR,Facebook Ads,2
149746,tenwords_1w_9.99_offer,f,f,2020-07-16,FR,Facebook Ads,3
150026,tenwords_1w_9.99_offer,f,f,2020-07-21,US,Facebook Ads,1
150758,tenwords_1w_7.99_7free,t,f,2020-07-02,PL,Facebook Ads,1
150960,tenwords_lifetime_limited_49.99,f,f,2020-07-17,Organic/Unknown,Organic/Unknown,1
150982,tenwords_1w_7.99_7free,t,f,2020-08-25,Organic/Unknown,Organic/Unknown,1
150982,tenwords_1w_7.99_7free,f,f,2020-09-01,Organic/Unknown,Organic/Unknown,2
151080,tenwords_1w_9.99_offer,f,f,2020-08-31,Organic/Unknown,Organic/Unknown,1
151080,tenwords_1w_9.99_offer,f,f,2020-09-07,Organic/Unknown,Organic/Unknown,2
151796,tenwords_1w_9.99_offer,f,f,2020-07-29,UK,Facebook Ads,1
152748,tenwords_1w_9.99_offer,f,f,2020-08-09,ES,Facebook Ads,1
152748,tenwords_1w_9.99_offer,f,f,2020-08-16,ES,Facebook Ads,2
152800,tenwords_lifetime_limited_49.99,f,f,2020-07-20,Organic/Unknown,Organic/Unknown,1
154193,tenwords_1w_9.99_offer,f,f,2020-08-24,Organic/Unknown,Organic/Unknown,1
154193,tenwords_1w_9.99_offer,f,f,2020-08-31,Organic/Unknown,Organic/Unknown,2
154193,tenwords_1w_9.99_offer,f,f,2020-09-07,Organic/Unknown,Organic/Unknown,3
154193,tenwords_1w_9.99_offer,f,f,2020-09-14,Organic/Unknown,Organic/Unknown,4
154193,tenwords_1w_9.99_offer,f,f,2020-09-21,Organic/Unknown,Organic/Unknown,5
154193,tenwords_1w_9.99_offer,f,f,2020-09-28,Organic/Unknown,Organic/Unknown,6
155428,tenwords_1w_9.99_offer,f,f,2020-07-05,Organic/Unknown,Organic/Unknown,1
155428,tenwords_1w_9.99_offer,f,f,2020-07-12,Organic/Unknown,Organic/Unknown,2
156475,tenwords_1w_9.99_offer,f,f,2020-09-09,Organic/Unknown,Organic/Unknown,1
156652,tenwords_1w_9.99_offer,f,f,2020-09-18,CA,Facebook Ads,1
156859,tenwords_1w_9.99_offer,f,f,2020-08-29,UK,Facebook Ads,1
157287,tenwords_1w_9.99_offer,f,f,2020-08-07,Organic/Unknown,Organic/Unknown,1
157530,tenwords_1w_7.99_7free,t,f,2020-08-29,PA,Facebook Ads,1
157530,tenwords_1w_7.99_7free,f,t,2020-09-05,PA,Facebook Ads,2
157530,tenwords_1w_7.99_7free,f,t,2020-09-12,PA,Facebook Ads,3
157530,tenwords_1w_7.99_7free,f,t,2020-09-19,PA,Facebook Ads,4
157530,tenwords_1w_7.99_7free,f,t,2020-09-26,PA,Facebook Ads,5
159545,tenwords_1w_9.99_offer,f,t,2020-08-14,US,Facebook Ads,1
159545,tenwords_1w_7.99_7free,f,f,2020-08-14,US,Facebook Ads,2
159600,tenwords_1w_7.99_7free,t,f,2020-08-18,US,Facebook Ads,1
159759,tenwords_1w_9.99_offer,f,f,2020-08-06,CO,Facebook Ads,1
159820,tenwords_1w_9.99_offer,f,f,2020-08-13,UK,Facebook Ads,1
162720,tenwords_1w_7.99_7free,t,f,2020-07-26,DE,Facebook Ads,1
165094,tenwords_1w_9.99_offer,f,f,2020-09-04,Organic/Unknown,Organic/Unknown,1
165754,tenwords_1w_7.99_7free,t,f,2020-07-04,Organic/Unknown,Organic/Unknown,1
168253,tenwords_1w_9.99_offer,f,f,2020-08-16,MY,Facebook Ads,1
168753,tenwords_1w_9.99_offer,f,f,2020-07-05,US,Facebook Ads,1
168762,tenwords_1w_9.99_offer,f,f,2020-07-05,TZ,Facebook Ads,1
168762,tenwords_1w_9.99_offer,f,f,2020-07-12,TZ,Facebook Ads,2
168762,tenwords_1w_9.99_offer,f,f,2020-07-19,TZ,Facebook Ads,3
168762,tenwords_1w_9.99_offer,f,f,2020-07-26,TZ,Facebook Ads,4
168762,tenwords_1w_9.99_offer,f,f,2020-08-02,TZ,Facebook Ads,5
168762,tenwords_1w_9.99_offer,f,f,2020-08-09,TZ,Facebook Ads,6
168762,tenwords_1w_9.99_offer,f,f,2020-08-16,TZ,Facebook Ads,7
169930,tenwords_1w_7.99_7free,t,f,2020-08-23,Organic/Unknown,Organic/Unknown,1
169930,tenwords_1w_7.99_7free,f,f,2020-08-30,Organic/Unknown,Organic/Unknown,2
170478,tenwords_1w_9.99_offer,f,f,2020-09-27,PH,Facebook Ads,1
171494,tenwords_1w_7.99_7free,t,f,2020-07-24,AE,Facebook Ads,1
171726,tenwords_1w_9.99_offer,f,f,2020-07-11,Organic/Unknown,Organic/Unknown,1
171726,tenwords_1w_9.99_offer,f,f,2020-07-18,Organic/Unknown,Organic/Unknown,2
171726,tenwords_1w_9.99_offer,f,f,2020-07-25,Organic/Unknown,Organic/Unknown,3
171726,tenwords_1w_9.99_offer,f,f,2020-08-01,Organic/Unknown,Organic/Unknown,4
172848,tenwords_1w_9.99_offer,f,f,2020-09-17,AE,Facebook Ads,1
172848,tenwords_1w_9.99_offer,f,f,2020-09-24,AE,Facebook Ads,2
173775,tenwords_1w_9.99_offer,f,f,2020-09-21,Organic/Unknown,Organic/Unknown,1
174539,tenwords_lifetime_limited_49.99,f,f,2020-08-02,Organic/Unknown,Organic/Unknown,1
178107,tenwords_1w_7.99_7free,t,f,2020-07-24,AE,Facebook Ads,1
178107,tenwords_1w_7.99_7free,f,f,2020-08-09,AE,Facebook Ads,2
178107,tenwords_1w_7.99_7free,f,f,2020-08-23,AE,Facebook Ads,3
179177,tenwords_1w_7.99_7free,t,f,2020-07-12,ES,Facebook Ads,1
179177,tenwords_1w_7.99_7free,f,f,2020-07-19,ES,Facebook Ads,2
179177,tenwords_1w_7.99_7free,f,f,2020-07-26,ES,Facebook Ads,3
179177,tenwords_1w_7.99_7free,f,f,2020-08-02,ES,Facebook Ads,4
179796,tenwords_1w_9.99_offer,f,f,2020-09-02,Organic/Unknown,Organic/Unknown,1
179796,tenwords_1w_9.99_offer,f,f,2020-09-09,Organic/Unknown,Organic/Unknown,2
179796,tenwords_1w_9.99_offer,f,f,2020-09-16,Organic/Unknown,Organic/Unknown,3
179796,tenwords_1w_9.99_offer,f,f,2020-09-23,Organic/Unknown,Organic/Unknown,4
179969,tenwords_1w_9.99_offer,f,f,2020-09-01,Organic/Unknown,Organic/Unknown,1
180874,tenwords_1w_9.99_offer,f,f,2020-08-08,HK,Facebook Ads,1
181626,tenwords_1w_9.99_offer,f,f,2020-08-19,Organic/Unknown,Organic/Unknown,1
181868,tenwords_1w_9.99_offer,f,f,2020-07-07,Organic/Unknown,Organic/Unknown,1
183786,tenwords_1w_7.99_7free,t,f,2020-08-08,AU,Facebook Ads,1
183786,tenwords_1w_7.99_7free,f,f,2020-08-15,AU,Facebook Ads,2
183786,tenwords_1w_7.99_7free,f,f,2020-08-22,AU,Facebook Ads,3
184252,tenwords_1w_9.99_offer,f,f,2020-09-04,SG,Facebook Ads,1
184252,tenwords_1w_9.99_offer,f,f,2020-09-11,SG,Facebook Ads,2
185862,tenwords_1w_7.99_7free,t,f,2020-07-10,Organic/Unknown,Organic/Unknown,1
